receipt_number,payment_amount,payment_date,payment_method,contract_number
17852,1015.79,2023-06-10,PayPal,17852
17853,1477.4,2022-03-27,Credit Card,17853
17854,1498.65,2020-09-19,Credit Card,17854
17855,613.69,2022-05-09,Bank Transfer,17855
17856,1343.21,2020-01-10,Credit Card,17856
17857,1876.03,2023-11-11,Credit Card,17857
17858,1233.77,2022-11-04,Bank Transfer,17858
17859,1729.96,2020-07-25,PayPal,17859
17860,2469.99,2021-03-24,Bank Transfer,17860
17861,2027.91,2020-01-07,Bank Transfer,17861
17862,2233.82,2020-03-01,Cash,17862
17863,102.38,2023-11-03,Bank Transfer,17863
17864,1662.84,2021-10-30,Cash,17864
17865,956.64,2022-08-03,Bank Transfer,17865
17866,313.75,2020-02-03,Bank Transfer,17866
17867,2707.55,2023-05-16,Credit Card,17867
17868,1958.25,2021-08-21,Bank Transfer,17868
17869,1427.0,2020-03-15,Bank Transfer,17869
17870,1925.22,2023-11-22,Credit Card,17870
17871,1007.49,2023-10-18,Bank Transfer,17871
17872,705.21,2022-04-05,Bank Transfer,17872
17873,2379.89,2023-02-28,Cash,17873
17874,2394.08,2020-08-14,Cash,17874
17875,2143.56,2020-11-29,Credit Card,17875
17876,1618.25,2022-09-26,Credit Card,17876
17877,2692.08,2022-04-05,PayPal,17877
17878,2840.32,2023-11-19,PayPal,17878
17879,1208.72,2020-02-25,Bank Transfer,17879
17880,1868.21,2022-06-17,PayPal,17880
17881,1091.26,2022-06-10,PayPal,17881
17882,2101.13,2020-06-19,Credit Card,17882
17883,820.29,2020-06-07,PayPal,17883
17884,864.29,2022-08-18,Credit Card,17884
17885,1952.52,2020-08-21,Cash,17885
17886,771.28,2020-02-11,Bank Transfer,17886
17887,774.89,2020-01-20,Bank Transfer,17887
17888,1670.95,2023-05-09,PayPal,17888
17889,996.68,2021-01-10,PayPal,17889
17890,499.41,2021-04-19,Cash,17890
17891,1655.34,2020-04-25,Bank Transfer,17891
17892,1055.91,2021-07-11,Cash,17892
17893,1557.58,2022-11-02,PayPal,17893
17894,1170.43,2020-04-12,Bank Transfer,17894
17895,233.61,2022-10-06,PayPal,17895
17896,1567.05,2023-07-09,Credit Card,17896
17897,2586.77,2020-01-13,Credit Card,17897
17898,2061.03,2021-02-02,PayPal,17898
17899,1285.53,2021-05-29,Bank Transfer,17899
17900,2908.61,2021-11-03,Bank Transfer,17900
17901,2785.48,2021-04-07,PayPal,17901
17902,622.03,2023-11-02,PayPal,17902
17903,2639.62,2020-02-18,Cash,17903
17904,1941.02,2022-02-03,Credit Card,17904
17905,1193.3,2020-12-22,PayPal,17905
17906,714.95,2020-06-05,PayPal,17906
17907,315.39,2020-02-22,Cash,17907
17908,1550.77,2020-11-30,Bank Transfer,17908
17909,2895.13,2023-02-17,PayPal,17909
17910,2155.98,2022-11-14,Cash,17910
17911,2479.59,2022-11-07,Cash,17911
17912,2698.03,2020-03-03,Cash,17912
17913,2010.23,2022-01-06,Bank Transfer,17913
17914,812.61,2023-08-08,PayPal,17914
17915,2276.72,2022-02-16,Cash,17915
17916,2202.33,2023-10-05,Bank Transfer,17916
17917,2583.94,2020-01-25,Credit Card,17917
17918,1687.84,2022-07-09,PayPal,17918
17919,1892.29,2022-01-22,PayPal,17919
17920,764.32,2020-04-07,Bank Transfer,17920
17921,718.72,2023-02-23,Credit Card,17921
17922,2772.66,2023-08-23,Cash,17922
17923,1915.94,2021-03-14,Bank Transfer,17923
17924,2465.52,2022-03-28,Credit Card,17924
17925,2201.61,2022-07-29,Cash,17925
17926,614.19,2021-01-01,Bank Transfer,17926
17927,1278.98,2021-02-25,Bank Transfer,17927
17928,2561.63,2023-03-08,Cash,17928
17929,1314.5,2022-03-17,Credit Card,17929
17930,1169.02,2023-03-22,PayPal,17930
17931,2582.7,2021-07-23,Cash,17931
17932,1954.0,2022-12-12,Bank Transfer,17932
17933,2438.12,2020-06-21,PayPal,17933
17934,1275.74,2021-07-05,Bank Transfer,17934
17935,1549.95,2023-09-09,Bank Transfer,17935
17936,1517.79,2021-02-25,Cash,17936
17937,2895.83,2022-04-19,PayPal,17937
17938,2592.79,2022-01-14,Cash,17938
17939,2319.79,2022-10-29,Bank Transfer,17939
17940,1049.89,2023-11-30,Bank Transfer,17940
17941,360.09,2020-04-30,PayPal,17941
17942,1554.96,2021-01-24,Credit Card,17942
17943,1482.97,2023-10-06,Cash,17943
17944,808.13,2022-01-08,Credit Card,17944
17945,1628.07,2023-11-02,PayPal,17945
17946,2883.08,2022-07-28,PayPal,17946
17947,1194.1,2021-10-17,Cash,17947
17948,284.4,2023-04-16,PayPal,17948
17949,439.52,2020-02-13,Credit Card,17949
17950,1226.38,2021-05-08,Cash,17950
17951,1969.83,2023-04-23,Bank Transfer,17951
17952,787.6,2021-11-21,Bank Transfer,17952
17953,2106.63,2023-03-27,PayPal,17953
17954,1364.48,2022-10-01,PayPal,17954
17955,2821.07,2023-08-01,PayPal,17955
17956,291.77,2020-09-13,Credit Card,17956
17957,110.51,2020-10-27,Credit Card,17957
17958,1101.25,2022-05-16,Bank Transfer,17958
17959,792.5,2020-05-05,Bank Transfer,17959
17960,366.49,2020-04-22,PayPal,17960
17961,134.14,2023-05-16,PayPal,17961
17962,513.3,2022-08-17,Bank Transfer,17962
17963,500.98,2021-02-07,Bank Transfer,17963
17964,2597.73,2020-03-24,Credit Card,17964
17965,112.46,2020-09-29,Cash,17965
17966,1921.72,2022-01-14,Cash,17966
17967,1327.83,2023-01-30,PayPal,17967
17968,2412.71,2022-06-22,PayPal,17968
17969,160.07,2023-09-10,PayPal,17969
17970,1934.14,2023-02-04,PayPal,17970
17971,2844.96,2021-09-18,Bank Transfer,17971
17972,713.83,2023-08-16,Cash,17972
17973,1386.31,2021-03-08,Credit Card,17973
17974,244.69,2020-03-26,Bank Transfer,17974
17975,2539.14,2023-02-27,Bank Transfer,17975
17976,257.53,2022-07-20,Cash,17976
17977,1923.22,2021-09-18,Credit Card,17977
17978,2303.86,2023-02-05,Bank Transfer,17978
17979,1554.42,2022-06-30,PayPal,17979
17980,811.91,2022-02-14,PayPal,17980
17981,189.48,2022-10-20,Credit Card,17981
17982,374.25,2021-04-01,Credit Card,17982
17983,1171.25,2023-02-24,Cash,17983
17984,2314.17,2023-11-19,Cash,17984
17985,921.73,2023-02-24,Credit Card,17985
17986,1250.39,2023-08-28,Bank Transfer,17986
17987,1814.91,2021-05-08,Credit Card,17987
17988,1968.48,2021-02-24,Cash,17988
17989,390.12,2021-05-15,Cash,17989
17990,990.5,2021-05-12,Bank Transfer,17990
17991,1595.23,2020-02-23,PayPal,17991
17992,471.05,2020-05-12,PayPal,17992
17993,795.45,2022-09-15,Credit Card,17993
17994,635.64,2023-06-24,Cash,17994
17995,525.71,2020-07-03,Credit Card,17995
17996,105.4,2020-05-10,Credit Card,17996
17997,2926.68,2023-09-21,PayPal,17997
17998,1375.61,2021-07-23,Bank Transfer,17998
17999,2552.37,2023-04-01,Cash,17999
18000,1753.09,2021-07-14,Bank Transfer,18000
18001,2648.9,2021-01-19,Credit Card,18001
18002,661.55,2022-08-26,Credit Card,18002
18003,2825.53,2023-10-22,Cash,18003
18004,2692.25,2021-12-05,Cash,18004
18005,1847.26,2023-11-21,Bank Transfer,18005
18006,741.23,2023-10-18,PayPal,18006
18007,1037.52,2022-11-28,Cash,18007
18008,1972.82,2023-05-29,Bank Transfer,18008
18009,400.24,2023-10-16,Cash,18009
18010,1708.51,2023-10-20,Cash,18010
18011,1914.85,2020-10-25,Credit Card,18011
18012,1168.21,2022-10-27,Cash,18012
18013,2045.38,2020-12-01,Credit Card,18013
18014,2803.99,2022-01-02,Cash,18014
18015,2401.4,2023-02-12,Cash,18015
18016,1251.6,2022-12-20,Credit Card,18016
18017,2804.77,2021-01-16,Bank Transfer,18017
18018,295.16,2022-01-22,Credit Card,18018
18019,2774.33,2020-04-13,PayPal,18019
18020,2322.02,2021-03-15,Bank Transfer,18020
18021,2005.54,2023-09-16,PayPal,18021
18022,2654.65,2023-05-23,Credit Card,18022
18023,2556.14,2023-12-09,Bank Transfer,18023
18024,2256.17,2022-08-02,Cash,18024
18025,228.74,2023-11-18,Bank Transfer,18025
18026,2682.93,2022-03-31,Cash,18026
18027,1480.15,2023-08-12,Cash,18027
18028,896.26,2021-08-16,Bank Transfer,18028
18029,1507.89,2023-11-07,Bank Transfer,18029
18030,2859.64,2024-01-01,Bank Transfer,18030
18031,2868.46,2021-11-19,Cash,18031
18032,2560.4,2021-01-14,Credit Card,18032
18033,838.07,2020-02-16,Bank Transfer,18033
18034,2735.11,2021-08-06,Cash,18034
18035,2533.24,2020-05-23,Bank Transfer,18035
18036,1270.04,2023-10-15,Bank Transfer,18036
18037,630.95,2022-07-20,Credit Card,18037
18038,2897.25,2020-07-11,PayPal,18038
18039,765.91,2020-11-25,Credit Card,18039
18040,1145.65,2022-04-21,Bank Transfer,18040
18041,1396.3,2021-10-03,Credit Card,18041
18042,555.85,2022-08-29,Credit Card,18042
18043,929.45,2022-03-06,Cash,18043
18044,107.91,2021-06-06,Bank Transfer,18044
18045,1175.01,2021-12-10,Bank Transfer,18045
18046,2064.86,2023-06-19,PayPal,18046
18047,2403.93,2021-03-22,Credit Card,18047
18048,1606.31,2022-02-26,PayPal,18048
18049,2316.57,2023-11-04,PayPal,18049
18050,319.86,2023-06-14,PayPal,18050
18051,2621.72,2020-12-20,PayPal,18051
18052,2250.91,2020-03-02,PayPal,18052
18053,1214.66,2022-05-29,Credit Card,18053
18054,2633.2,2021-09-17,PayPal,18054
18055,1289.13,2023-04-08,Bank Transfer,18055
18056,783.83,2022-12-14,Cash,18056
18057,614.92,2021-04-27,Cash,18057
18058,2657.18,2021-03-15,Bank Transfer,18058
18059,1665.91,2021-04-05,PayPal,18059
18060,2164.0,2022-07-27,Credit Card,18060
18061,979.55,2020-05-10,Cash,18061
18062,1048.72,2023-09-03,Cash,18062
18063,2637.16,2021-08-02,Bank Transfer,18063
18064,1890.17,2022-04-02,Bank Transfer,18064
18065,417.18,2020-05-09,Credit Card,18065
18066,2342.3,2020-08-20,Credit Card,18066
18067,1673.22,2020-01-22,Credit Card,18067
18068,1961.21,2020-12-25,PayPal,18068
18069,1522.58,2021-03-10,Credit Card,18069
18070,1451.71,2022-10-15,Cash,18070
18071,1051.75,2023-02-14,Cash,18071
18072,1519.18,2021-05-29,PayPal,18072
18073,509.58,2022-12-04,Cash,18073
18074,635.39,2021-12-14,Cash,18074
18075,420.4,2020-02-23,Bank Transfer,18075
18076,289.5,2022-01-02,PayPal,18076
18077,1410.48,2022-06-17,Credit Card,18077
18078,2768.58,2020-07-26,Credit Card,18078
18079,432.25,2022-07-12,PayPal,18079
18080,1947.64,2020-07-15,Cash,18080
18081,373.67,2022-07-25,PayPal,18081
18082,1609.61,2021-07-19,PayPal,18082
18083,287.91,2021-03-16,PayPal,18083
18084,1654.25,2021-11-01,Credit Card,18084
18085,2021.71,2022-03-20,Bank Transfer,18085
18086,1863.42,2020-05-08,PayPal,18086
18087,1288.04,2023-02-06,PayPal,18087
18088,2972.8,2022-08-22,PayPal,18088
18089,482.34,2021-06-02,Credit Card,18089
18090,694.28,2020-09-19,PayPal,18090
18091,988.55,2020-07-09,Bank Transfer,18091
18092,2809.92,2021-01-07,PayPal,18092
18093,600.79,2023-11-22,Cash,18093
18094,1423.46,2021-08-10,PayPal,18094
18095,2242.88,2021-08-17,Bank Transfer,18095
18096,2760.04,2022-03-02,Cash,18096
18097,214.79,2023-10-01,Credit Card,18097
18098,2481.34,2023-01-29,Credit Card,18098
18099,2238.32,2020-05-02,Credit Card,18099
18100,1278.61,2023-08-14,Credit Card,18100
18101,392.14,2021-11-21,PayPal,18101
18102,1763.72,2020-10-31,Cash,18102
18103,2889.97,2021-04-12,Bank Transfer,18103
18104,2069.17,2022-05-25,PayPal,18104
18105,140.51,2023-10-12,Bank Transfer,18105
18106,2432.65,2020-10-28,PayPal,18106
18107,1690.09,2022-03-21,Cash,18107
18108,2638.59,2023-04-10,Credit Card,18108
18109,1457.8,2021-11-22,Bank Transfer,18109
18110,1151.02,2022-07-09,PayPal,18110
18111,1383.94,2021-06-13,Credit Card,18111
18112,2590.19,2020-11-19,Cash,18112
18113,2133.68,2021-10-06,Cash,18113
18114,782.92,2020-03-10,Credit Card,18114
18115,2738.45,2021-03-14,Bank Transfer,18115
18116,301.53,2021-01-11,Cash,18116
18117,1108.96,2020-03-05,Cash,18117
18118,2232.26,2021-09-25,Credit Card,18118
18119,517.65,2023-06-15,Bank Transfer,18119
18120,2097.46,2020-11-06,PayPal,18120
18121,2871.86,2023-09-03,Credit Card,18121
18122,162.11,2020-11-15,Cash,18122
18123,359.81,2021-10-27,Cash,18123
18124,254.5,2023-10-30,Cash,18124
18125,2690.58,2021-10-29,PayPal,18125
18126,2012.19,2021-01-17,PayPal,18126
18127,989.17,2020-02-27,PayPal,18127
18128,774.16,2020-08-10,PayPal,18128
18129,1441.65,2020-02-10,Credit Card,18129
18130,821.87,2020-05-21,PayPal,18130
18131,1068.89,2022-09-24,Bank Transfer,18131
18132,576.28,2023-10-01,Credit Card,18132
18133,1025.94,2022-03-15,Bank Transfer,18133
18134,998.9,2021-11-18,PayPal,18134
18135,162.76,2023-12-21,Cash,18135
18136,1826.56,2022-05-24,Cash,18136
18137,2740.33,2020-07-02,PayPal,18137
18138,1247.33,2023-10-29,Credit Card,18138
18139,2098.27,2022-06-17,PayPal,18139
18140,2706.69,2023-08-19,Cash,18140
18141,1348.51,2022-06-01,Bank Transfer,18141
18142,2332.85,2020-12-17,Cash,18142
18143,1081.38,2023-08-03,Cash,18143
18144,2443.67,2020-08-05,Credit Card,18144
18145,2076.46,2022-09-04,Bank Transfer,18145
18146,666.57,2023-05-02,Cash,18146
18147,1302.07,2023-05-31,Bank Transfer,18147
18148,2511.33,2023-06-10,Credit Card,18148
18149,2299.45,2022-07-31,PayPal,18149
18150,1785.73,2021-10-28,Cash,18150
18151,1939.2,2022-04-19,Credit Card,18151
18152,2005.59,2022-01-14,Bank Transfer,18152
18153,2613.74,2023-08-05,Cash,18153
18154,2287.79,2022-11-29,Bank Transfer,18154
18155,247.27,2023-08-12,Bank Transfer,18155
18156,897.65,2020-10-13,Bank Transfer,18156
18157,1957.72,2023-04-16,PayPal,18157
18158,705.37,2020-11-17,PayPal,18158
18159,920.38,2022-06-13,Credit Card,18159
18160,2744.96,2020-06-03,PayPal,18160
18161,2527.78,2021-11-01,PayPal,18161
18162,2186.48,2023-11-14,Cash,18162
18163,2675.44,2020-05-28,PayPal,18163
18164,1214.37,2020-08-31,Cash,18164
18165,2498.38,2021-12-02,PayPal,18165
18166,2215.2,2022-12-19,PayPal,18166
18167,1551.32,2020-09-19,PayPal,18167
18168,336.44,2020-03-10,Credit Card,18168
18169,163.16,2021-06-04,Cash,18169
18170,558.21,2022-01-13,Cash,18170
18171,402.06,2021-04-24,Bank Transfer,18171
18172,679.58,2020-05-20,Cash,18172
18173,1566.86,2021-01-14,Cash,18173
18174,153.02,2022-05-27,Cash,18174
18175,2082.77,2022-02-02,Cash,18175
18176,590.2,2021-09-22,PayPal,18176
18177,2281.74,2021-10-23,Bank Transfer,18177
18178,1937.79,2020-07-02,Cash,18178
18179,1826.7,2021-11-20,PayPal,18179
18180,2116.47,2023-11-04,PayPal,18180
18181,851.52,2021-03-11,Cash,18181
18182,494.67,2020-08-12,PayPal,18182
18183,1595.71,2022-06-03,Bank Transfer,18183
18184,1391.04,2021-12-21,PayPal,18184
18185,2707.39,2023-01-01,PayPal,18185
18186,180.18,2020-11-10,PayPal,18186
18187,1278.64,2023-02-26,Bank Transfer,18187
18188,1494.18,2020-02-22,PayPal,18188
18189,245.49,2021-01-02,PayPal,18189
18190,650.96,2021-06-21,Credit Card,18190
18191,1261.67,2022-04-09,Cash,18191
18192,2858.09,2023-10-12,PayPal,18192
18193,352.85,2021-05-21,Credit Card,18193
18194,2233.21,2021-02-25,Credit Card,18194
18195,654.09,2023-12-15,Cash,18195
18196,1777.39,2020-08-13,Bank Transfer,18196
18197,2631.45,2021-09-01,PayPal,18197
18198,1025.7,2023-01-28,Credit Card,18198
18199,1258.56,2022-01-30,Cash,18199
18200,2268.56,2021-01-06,Credit Card,18200
18201,1498.61,2022-08-20,Cash,18201
18202,2289.19,2023-05-07,PayPal,18202
18203,353.19,2023-02-07,Credit Card,18203
18204,1449.68,2023-01-09,Cash,18204
18205,1156.07,2023-12-15,Credit Card,18205
18206,2155.65,2022-02-14,PayPal,18206
18207,174.67,2022-09-19,Credit Card,18207
18208,1261.42,2022-04-13,Credit Card,18208
18209,1466.5,2023-01-28,Cash,18209
18210,2830.12,2021-05-21,PayPal,18210
18211,2357.35,2022-01-08,Cash,18211
18212,2140.51,2023-07-06,Cash,18212
18213,173.97,2022-02-13,Bank Transfer,18213
18214,808.22,2022-04-15,PayPal,18214
18215,2398.59,2021-08-25,PayPal,18215
18216,1917.29,2022-08-04,Bank Transfer,18216
18217,189.2,2022-10-22,PayPal,18217
18218,393.01,2021-02-23,Cash,18218
18219,705.75,2023-04-08,PayPal,18219
18220,1514.62,2021-07-02,Cash,18220
18221,1822.15,2022-09-17,Bank Transfer,18221
18222,2669.54,2020-12-07,Credit Card,18222
18223,2815.21,2022-05-10,Bank Transfer,18223
18224,2414.39,2023-08-10,Cash,18224
18225,100.04,2023-11-03,Cash,18225
18226,190.52,2023-11-30,Bank Transfer,18226
18227,2244.97,2020-09-04,PayPal,18227
18228,945.78,2021-12-09,PayPal,18228
18229,2364.09,2021-11-10,Credit Card,18229
18230,1796.62,2022-08-28,Credit Card,18230
18231,1491.59,2020-09-25,Credit Card,18231
18232,2957.95,2021-01-18,Credit Card,18232
18233,1128.69,2022-05-14,Bank Transfer,18233
18234,2753.87,2023-02-10,Credit Card,18234
18235,2887.75,2020-10-30,Cash,18235
18236,651.23,2022-04-29,PayPal,18236
18237,2618.74,2022-10-28,Credit Card,18237
18238,2124.66,2021-06-24,Bank Transfer,18238
18239,1736.63,2023-01-15,Bank Transfer,18239
18240,1399.54,2023-01-12,Credit Card,18240
18241,1210.87,2021-08-27,Bank Transfer,18241
18242,126.92,2021-10-19,Bank Transfer,18242
18243,2433.26,2021-07-28,PayPal,18243
18244,1916.3,2020-01-15,PayPal,18244
18245,882.31,2021-06-08,Cash,18245
18246,1284.98,2023-12-04,PayPal,18246
18247,946.21,2024-01-01,Cash,18247
18248,1134.79,2021-06-29,PayPal,18248
18249,2901.64,2023-04-11,Cash,18249
18250,727.33,2023-08-28,PayPal,18250
18251,242.48,2023-06-06,Bank Transfer,18251
18252,2819.12,2021-08-14,PayPal,18252
18253,901.41,2022-06-27,Cash,18253
18254,1104.37,2022-03-03,Cash,18254
18255,807.25,2023-09-18,Cash,18255
18256,2443.71,2022-03-08,Bank Transfer,18256
18257,1398.92,2020-05-12,PayPal,18257
18258,1911.05,2022-06-21,Credit Card,18258
18259,2972.47,2021-01-29,PayPal,18259
18260,1572.84,2023-06-26,PayPal,18260
18261,2557.6,2022-02-26,Cash,18261
18262,2102.66,2022-12-07,PayPal,18262
18263,1130.34,2023-01-10,PayPal,18263
18264,1925.88,2021-06-14,Credit Card,18264
18265,471.38,2021-05-22,Bank Transfer,18265
18266,1748.78,2020-10-20,Credit Card,18266
18267,1455.59,2020-02-14,PayPal,18267
18268,1525.82,2022-10-31,Credit Card,18268
18269,2694.54,2021-07-11,Credit Card,18269
18270,2487.01,2020-12-01,Credit Card,18270
18271,1192.21,2023-09-05,Credit Card,18271
18272,1754.74,2022-01-03,Cash,18272
18273,824.29,2022-02-26,Credit Card,18273
18274,1177.78,2022-12-12,Cash,18274
18275,1066.83,2022-11-08,Cash,18275
18276,553.38,2023-03-27,Bank Transfer,18276
18277,1194.51,2020-11-16,Credit Card,18277
18278,1720.27,2023-01-10,Bank Transfer,18278
18279,1675.25,2022-01-11,Cash,18279
18280,1330.83,2023-10-04,Credit Card,18280
18281,2811.7,2023-07-09,Cash,18281
18282,1718.22,2021-05-03,Credit Card,18282
18283,1117.16,2021-11-16,Cash,18283
18284,1080.26,2022-10-24,Cash,18284
18285,789.13,2022-04-02,Credit Card,18285
18286,2481.81,2023-08-15,Credit Card,18286
18287,2721.32,2021-09-16,Credit Card,18287
18288,2112.97,2020-06-17,PayPal,18288
18289,237.31,2021-03-01,Credit Card,18289
18290,2418.09,2021-09-07,Bank Transfer,18290
18291,2289.86,2022-04-15,Cash,18291
18292,1778.94,2020-08-05,Cash,18292
18293,574.42,2022-07-23,PayPal,18293
18294,424.29,2022-10-16,Bank Transfer,18294
18295,2939.47,2020-12-15,PayPal,18295
18296,1037.38,2020-07-18,PayPal,18296
18297,1172.86,2020-07-17,Credit Card,18297
18298,1449.57,2020-02-01,Cash,18298
18299,1155.7,2022-04-14,Bank Transfer,18299
18300,2390.15,2022-05-19,Cash,18300
18301,2110.12,2020-04-02,Cash,18301
18302,537.26,2021-01-12,PayPal,18302
18303,1988.6,2022-08-05,Credit Card,18303
18304,2253.38,2023-11-02,PayPal,18304
18305,2893.13,2021-10-22,Credit Card,18305
18306,2720.22,2022-11-02,Credit Card,18306
18307,330.37,2021-04-22,Bank Transfer,18307
18308,2321.7,2021-01-13,Credit Card,18308
18309,1230.69,2020-09-05,PayPal,18309
18310,209.52,2023-06-13,Bank Transfer,18310
18311,2968.19,2022-11-24,PayPal,18311
18312,1167.51,2022-09-22,Cash,18312
18313,229.31,2023-11-25,PayPal,18313
18314,2961.75,2023-01-29,PayPal,18314
18315,591.51,2023-01-17,Bank Transfer,18315
18316,1722.02,2021-02-13,Credit Card,18316
18317,662.5,2021-02-13,Bank Transfer,18317
18318,1117.82,2021-02-07,Bank Transfer,18318
18319,393.6,2023-08-10,Credit Card,18319
18320,2842.32,2023-06-05,Cash,18320
18321,2095.71,2020-06-17,Credit Card,18321
18322,369.74,2020-04-14,Cash,18322
18323,965.14,2020-08-09,PayPal,18323
18324,255.76,2021-08-04,Credit Card,18324
18325,2498.77,2022-02-08,Cash,18325
18326,899.16,2023-04-23,Bank Transfer,18326
18327,2792.84,2021-09-22,PayPal,18327
18328,2852.56,2022-11-28,Cash,18328
18329,1308.71,2020-02-25,Cash,18329
18330,1311.46,2022-08-23,Bank Transfer,18330
18331,1727.9,2021-03-27,Cash,18331
18332,921.63,2022-07-23,Credit Card,18332
18333,894.91,2021-06-05,PayPal,18333
18334,1708.81,2022-12-03,Cash,18334
18335,1280.28,2020-11-02,Bank Transfer,18335
18336,2058.45,2023-12-14,Bank Transfer,18336
18337,574.8,2020-03-21,Bank Transfer,18337
18338,2915.01,2020-08-14,Credit Card,18338
18339,2375.82,2022-06-20,PayPal,18339
18340,2387.03,2020-08-31,Cash,18340
18341,1451.06,2021-02-15,Bank Transfer,18341
18342,2728.83,2023-10-26,PayPal,18342
18343,1473.95,2021-12-16,Cash,18343
18344,1993.1,2023-11-16,Cash,18344
18345,2000.32,2020-11-11,Cash,18345
18346,1551.82,2020-02-17,PayPal,18346
18347,2686.26,2022-05-15,Bank Transfer,18347
18348,147.51,2022-05-31,PayPal,18348
18349,761.65,2023-05-02,Cash,18349
18350,1714.55,2021-04-25,Bank Transfer,18350
18351,2266.24,2021-12-22,PayPal,18351
18352,2018.91,2020-11-15,Cash,18352
18353,2298.01,2022-01-19,Cash,18353
18354,2046.84,2021-05-02,PayPal,18354
18355,108.44,2022-05-12,Bank Transfer,18355
18356,1558.14,2022-03-25,PayPal,18356
18357,469.17,2020-05-29,PayPal,18357
18358,1082.43,2021-01-31,Bank Transfer,18358
18359,841.15,2022-06-11,Bank Transfer,18359
18360,549.79,2021-09-02,Cash,18360
18361,830.26,2023-04-23,Credit Card,18361
18362,2886.46,2022-06-23,Cash,18362
18363,1018.95,2023-11-25,Credit Card,18363
18364,2662.43,2020-12-31,Bank Transfer,18364
18365,1233.99,2021-03-26,Cash,18365
18366,548.82,2022-11-08,PayPal,18366
18367,599.67,2020-02-09,PayPal,18367
18368,2891.48,2022-03-03,Credit Card,18368
18369,2936.41,2021-08-20,PayPal,18369
18370,2173.03,2021-07-08,Credit Card,18370
18371,327.32,2020-09-10,Credit Card,18371
18372,1135.0,2023-03-06,Credit Card,18372
18373,1362.13,2021-04-14,PayPal,18373
18374,1253.68,2022-12-20,Credit Card,18374
18375,2599.72,2022-01-03,PayPal,18375
18376,1151.29,2023-08-18,Bank Transfer,18376
18377,525.28,2021-02-23,Bank Transfer,18377
18378,312.08,2020-02-16,PayPal,18378
18379,1075.33,2023-02-19,Credit Card,18379
18380,736.84,2023-01-03,Bank Transfer,18380
18381,906.26,2021-01-11,Credit Card,18381
